red_izo;adresa
650003969;T. G. Masaryka 1, Karlovy Vary, Czech Republic
600022854;Vančurova 83, Karlovy Vary, Czech Republic
600009131;Husova 600, Nejdek, Czech Republic
600009297;Studentská 1205, Ostrov, Czech Republic
600009084;Klínovecká 1197, Ostrov, Czech Republic
600009289;Plzeňská 330, Toužim, Czech Republic
600009271;Žižkov 345, Žlutice, Czech Republic
600028542;Jiráskova 344, Žlutice, Czech Republic
600023087;Kounice 613, Horní Slavkov, Czech Republic
600009891;Smetanova 738, Chodov, Czech Republic
600073017;Havlíčkova 1717, Kraslice, Czech Republic
600009874;T. G. Masaryka 3, Loket, Czech Republic
600009882;Husitská 2053, Sokolov, Czech Republic
610100718;Mánesova 1672, Sokolov, Czech Republic
600170527;Jednoty 1620, Sokolov, Czech Republic
600009904;Hornická 1569, Sokolov, Czech Republic
651012988;Žákovská 716, Sokolov, Czech Republic
600023231;Jakubské nám. 113, Česká Kamenice, Czech Republic
600076431;Palackého 535, Česká Kamenice, Czech Republic
600010228;Českolipská 123, Děčín, Czech Republic
600010171;Komenského náměstí 2, Děčín I, Czech Republic
600010198;Komenského náměstí 4, Děčín I, Czech Republic
600020355;Čs. armády 10, Děčín I, Czech Republic
600170560;Ruská 147, Děčín IV, Czech Republic
600019683;Čsl. mládeže 5, Děčín IV, Czech Republic
600170551;Dělnická 15, Děčín VI, Czech Republic
600028925;Vítězství 70, Děčín XXXII, Czech Republic
600023206;Vilémovská 192, Dolní Poustevna, Czech Republic
600010279;Komenského 10, Rumburk, Czech Republic
600010180;Jiříkovská 840, Rumburk, Czech Republic
600023265;Dobrovského nám. 378, Rumburk, Czech Republic
600019691;Františka Nohy 959, Rumburk, Czech Republic
600023249;Tyršova 710, Šluknov, Czech Republic
600010155;T. G. Masaryka 580, Šluknov, Czech Republic
600010163;Střelecká 1800, Varnsdorf, Czech Republic
600010210;Bratislavská 2166, Varnsdorf, Czech Republic
600010287;Mostecká 3000, Chomutov, Czech Republic
600170586;Na Průhoně 4800, Chomutov, Czech Republic
600020363;Školní 1060, Chomutov, Czech Republic
600010368;Pražská 702, Chomutov, Czech Republic
600077594;Krušnohorská 1675, Jirkov, Czech Republic
600010295;5. května 620, Kadaň, Czech Republic
600010350;5. května 680, Kadaň, Czech Republic
600010309;Komenského 562, Kadaň, Czech Republic
600010325;Chomutovská 459, Klášterec nad Ohří, Czech Republic
650002733;
600077535;Moskevská 723, Vejprty, Czech Republic
600010741;nám. 5. května 10, Libochovice, Czech Republic
600010830;Svojsíkova 1, Litoměřice, Czech Republic
600010864;Kapucínské nám. 3, Litoměřice, Czech Republic
600010783;Máchovy schody 13, Litoměřice, Czech Republic
600010759;Komenského 3, Litoměřice, Czech Republic
600010805;Jarošova 23, Litoměřice, Czech Republic
600010902;Na Vinici 2244, Litoměřice, Czech Republic
600010767;Palackého 730, Litoměřice, Czech Republic
610150502;Šaldova 6, Litoměřice, Czech Republic
600010911;Sady pionýrů 600, Lovosice, Czech Republic
600010813;Osvoboditelů 2, Lovosice, Czech Republic
600023478;Mírová 225, Lovosice, Czech Republic
600010848;Havlíčkova 175, Roudnice nad Labem, Czech Republic
610150375;Neklanova 1806, Roudnice nad Labem, Czech Republic
600010856;Jana z Dražic 169, Roudnice nad Labem, Czech Republic
600020401;Špindlerova 690, Roudnice nad Labem, Czech Republic
600020410;Kostelní 134, Štětí, Czech Republic
600029191;Dlažkovice 1, Třebívlice, Czech Republic
600010929;Poděbradova 661, Louny, Czech Republic
600170632;Osvoboditelů 380, Louny, Czech Republic
600011003;Kpt. Jaroše 862, Podbořany, Czech Republic
600029255;Buškovice 203, Podbořany, Czech Republic
600023583;Pražská 808, Žatec, Czech Republic
600010953;Studentská 1075, Žatec, Czech Republic
600011011;Studentská 1354, Žatec, Czech Republic
600010996;Hošťálkovo náměstí 132, Žatec, Czech Republic
600011020;Svatováclavská 1404, Žatec, Czech Republic
600011038;Svatováclavská 1404, Žatec, Czech Republic
600170667;Mládežnická 236, Litvínov, Czech Republic
600011135;Sklářská 81, Litvínov, Czech Republic
600011062;Studentská 640, Litvínov, Czech Republic
600011046;Ukrajinská 379, Litvínov, Czech Republic
600011119;Okružní 128, Meziboří, Czech Republic
600011054;Čs. armády 1530, Most, Czech Republic
600011089;Topolová 584, Most, Czech Republic
600011178;Kmochova 1823, Most, Czech Republic
600011151;E. Basse 1142/9, Most, Czech Republic
600011097;Dělnická 21, Most, Czech Republic
600011143;Jana Palacha 711, Most, Czech Republic
691000522;J. Ševčíka 911/40, Most, Czech Republic
600011127;Pionýrů 2806, Most, Czech Republic
600170641;Dělnická 21, Most, Czech Republic
600020428;Zd. Fibicha 2778, Most, Czech Republic
600023648;Jana Palacha 1534, Most, Czech Republic
600020436;Mírová 218, Dubí 3, Czech Republic
600011232;Bystřická 275/27, Dubí u Teplic, Czech Republic
600023711;Školní 1, Duchcov, Czech Republic
600011267;Kubicových 2, Duchcov, Czech Republic
600029441;Požárnická 168, Kostomlaty pod Milešovkou, Czech Republic
600001431;Koněvova 100, Krupka, Czech Republic
600084795;Karla Čapka 270, Krupka, Czech Republic
600011216;Čs. dobrovolců 11, Teplice, Czech Republic
600170675;Benešovo náměstí 1, Teplice, Czech Republic
600011291;Alejní 12, Teplice, Czech Republic
600011283;Fr. Šrámka 1350, Teplice, Czech Republic
600011305;Rooseveltovo nám. 5, Teplice, Czech Republic
600023737;U Nových lázní 1286, Teplice, Czech Republic
600011381;Neštěmická 787, Ústí nad Labem, Czech Republic
600011488;Máchova 1376/3, Ústí nad Labem, Czech Republic
600011453;Stavbařů 5, Ústí nad Labem, Czech Republic
600011321;Jateční 22, Ústí nad Labem, Czech Republic
600011445;Pařížská 15, Ústí nad Labem, Czech Republic
600011372;Bělehradská 1523, Ústí nad Labem, Czech Republic
600023796;Pod Parkem 2788, Ústí nad Labem, Czech Republic
600011429;Keplerova 7, Ústí nad Labem, Czech Republic
600011348;Resslova 5, Ústí nad Labem, Czech Republic
600011399;Velká hradební 19, Ústí nad Labem, Czech Republic
600170691;Čelakovského 5, Ústí nad Labem, Czech Republic
600019748;Palachova 35, Ústí nad Labem, Czech Republic
600010112;Železničářská 2232, Česká Lípa, Czech Republic
600009998;Žitavská 2969, Česká Lípa, Czech Republic
600010015;náměstí Osvobození 422, Česká Lípa, Czech Republic
600010104;28. října 2707, Česká Lípa, Czech Republic
600010082;Pražská 3061, Česká Lípa, Czech Republic
600010040;Havlíčkova 426, Česká Lípa, Czech Republic
600075150;Moskevská 679, Česká Lípa, Czech Republic
600010023;Havlíčkova 57, Kamenický Šenov, Czech Republic
600010007;Letná 263, Mimoň, Czech Republic
600020347;Wolkerova 316, Nový Bor, Czech Republic
600010449;U Balvanu 16, Jablonec nad Nisou, Czech Republic
600171744;Dr. Randy  4096/13, Jablonec nad Nisou, Czech Republic
600010490;Belgická 4852, Jablonec nad Nisou, Czech Republic
600010457;Opletalova 4, Jablonec nad Nisou, Czech Republic
600010481;Smetanova 66, Jablonec nad Nisou, Czech Republic
600020371;Horní náměstí 1, Jablonec nad Nisou, Czech Republic
600020380;Horní náměstí 15, Jablonec nad Nisou, Czech Republic
600010414;Školní 305, Tanvald, Czech Republic
600010473;Školní 416, Tanvald, Czech Republic
600010422;Smetanovo zátiší 470, Železný Brod, Czech Republic
600010511;Mládeže 884, Frýdlant, Czech Republic
600010678;Bělíkova 1387, Frýdlant, Czech Republic
600029158;Školní 438, Chrastava, Czech Republic
600010554;Partyzánská 530, Liberec 11, Czech Republic
600010538;Sokolovská 328, Liberec 14, Czech Republic
600010601;Horská 167, Liberec 17, Czech Republic
600010635;Horská 167, Liberec 17, Czech Republic
600010651;Horská 167, Liberec 17, Czech Republic
600020398;Masarykova 3, Liberec 1, Czech Republic
600010562;Sokolovské náměstí 14, Liberec 1, Czech Republic
600010716;Sladovnická 309, Liberec 30, Czech Republic
600010520;Broumovská 839, Liberec 6, Czech Republic
600010546;Dr. Milady Horákové 447/60, Liberec 7, Czech Republic
600010686;Dvorská 447/29, Liberec V, Czech Republic
600010589;Jeronýmova 425/27, Liberec, Czech Republic
600010571;Šamánkova 500/8, Liberec, Czech Republic
600170594;Na Bojišti 15, Liberec, Czech Republic
600023460;Jablonecká 999, Liberec, Czech Republic
600010643;Tyršova 1, Liberec, Czech Republic
600170608;Truhlářská 360/3, Liberec, Czech Republic
600019713;Kostelní 9, Liberec, Czech Republic
600171752;Tkalcovská 460, Jilemnice, Czech Republic
600170918;Antala Staška 213, Lomnice nad Popelkou, Czech Republic
600012654;Nad Špejcharem 574, Semily, Czech Republic
600170896;28. října 607, Semily, Czech Republic
600099296;Tyršova 485, Semily, Czech Republic
600012638;Jana Palacha 804, Turnov, Czech Republic
691000093;Zborovská 519, Turnov, Czech Republic
600012646;Skálova 373, Turnov, Czech Republic
600019802;28. října 1390, Turnov, Czech Republic
600170900;Dr. Farského 300, Vysoké nad Jizerou, Czech Republic
600011623;Černilovská 7, Hradec Králové, Czech Republic
600011798;SNP 170, Hradec Králové 3, Czech Republic
691000794;Orlické nábřeží 1, Hradec Králové, Czech Republic
600011755;Hradecká 1151, Hradec Králové, Czech Republic
600011666;Pospíšilova tř. 324, Hradec Králové, Czech Republic
600011674;Tylovo nábř. 682, Hradec Králové, Czech Republic
600011771;Československé armády 274/55, Hradec Králové, Czech Republic
600023974;Hradecká 1231, Hradec Králové, Czech Republic
600023940;Nerudova 1180, Hradec Králové, Czech Republic
600011739;V Lipkách 692, Hradec Králové, Czech Republic
600024024;17. listopadu 1212, Hradec Králové, Czech Republic
600011615;Brandlova 875, Hradec Králové, Czech Republic
600170764;Vocelova 1338, Hradec Králové, Czech Republic
600011658;Pospíšilova tř. 787, Hradec Králové, Czech Republic
600011828;Hradební 1029, Hradec Králové, Czech Republic
600011631;Hradecká 1151, Hradec Králové, Czech Republic
691004048;Na Kotli 1201, Hradec Králové, Czech Republic
600011712;Velká 3, Hradec Králové, Czech Republic
600011747;17. listopadu 1202, Hradec Králové, Czech Republic
600011801;Pražská 68, Hradec Králové, Czech Republic
600024016;Štefánikova 549, Hradec Králové, Czech Republic
600019772;Komenského 234, Hradec Králové, Czech Republic
600011682;Komenského 77, Nový Bydžov, Czech Republic
600011763;Dr. M. Tyrše 112, Nový Bydžov, Czech Republic
600011780;Jana Maláta 1869, Nový Bydžov, Czech Republic
600011607;Gen. Govorova 110, Smiřice, Czech Republic
651014646;Heldovo náměstí 231, Třebechovice pod Orebem, Czech Republic
600012085;Husova 1414, Hořice, Czech Republic
600024113;Havlíčkova 54, Hořice, Czech Republic
600012077;Husova 675, Hořice, Czech Republic
600011992;Jiráskova 30, Jičín, Czech Republic
600012000;17. listopadu 220, Jičín, Czech Republic
600012093;Na Tobolce 389, Jičín, Czech Republic
600012069;Pod Koželuhy 100, Jičín, Czech Republic
600012018;náměstí Hilmarovo 1, Kopidlno, Czech Republic
600012051;Zámecká 478, Lázně Bělohrad, Czech Republic
600012026;Kumburská 740, Nová Paka, Czech Republic
600170781;Kumburská 846, Nová Paka, Czech Republic
600170802;Masarykovo nám. 2, Nová Paka, Czech Republic
600012107;Hradební 218, Broumov, Czech Republic
600012221;17. listopadu 1197, Červený Kostelec, Czech Republic
600012212;Čapkova 193, Hronov, Czech Republic
600170829;Hostovského 910, Hronov, Czech Republic
600012123;Lužická 423, Jaroměř, Czech Republic
600012158;Studničkova 260, Jaroměř, Czech Republic
600012271;Smiřických 740, Náchod, Czech Republic
600012115;Řezníčkova 451, Náchod, Czech Republic
600012255;Denisovo nábřeží 673, Náchod, Czech Republic
600012247;Kladská 335, Náchod, Czech Republic
600012263;Pražská 931, Náchod, Czech Republic
600012204;Školní 1377, Nové Město nad Metují, Czech Republic
600024211;Husovo nám. 1218, Nové Město nad Metují, Czech Republic
600012239;Střmenské podhradí 218, Teplice nad Metují, Czech Republic
600170811;Náchodská 285, Velké Poříčí, Czech Republic
600012549;Pulická 779, Dobruška, Czech Republic
600012590;Čs. odboje 670, Dobruška, Czech Republic
651017459;Pulická 695, Dobruška, Czech Republic
600012581;Komenského 522, Kostelec nad Orlicí, Czech Republic
600012573;Komenského 873, Kostelec nad Orlicí, Czech Republic
600012557;Hrdinů odboje 36, Rychnov nad Kněžnou, Czech Republic
691000107;U Stadionu 1166, Rychnov nad Kněžnou, Czech Republic
600024300;Kolowratská 485, Rychnov nad Kněžnou, Czech Republic
600012867;nám. Odboje 304, Dvůr Králové nad Labem, Czech Republic
600013006;E. Krásnohorské 2069, Dvůr Králové nad Labem, Czech Republic
600024695;Přemyslova 479, Dvůr Králové nad Labem, Czech Republic
600013014;Horská 309, Hostinné, Czech Republic
600024679;Mládežnická 329, Hostinné, Czech Republic
600029867;B. Smetany 474, Hostinné, Czech Republic
600024687;Obchodní 282, Janské Lázně, Czech Republic
651014271;17. listopadu 177, Malé Svatoňovice, Czech Republic
600012913;Polská 357, Trutnov, Czech Republic
600012905;Lesnická 9, Trutnov, Czech Republic
600012875;Jiráskovo náměstí 325, Trutnov, Czech Republic
600024610;Horská 160, Trutnov, Czech Republic
600012883;Malé náměstí 158, Trutnov, Czech Republic
600012921;Volanovská 243, Trutnov, Czech Republic
610200381;Školní 101, Trutnov, Czech Republic
600019829;Procházkova 303, Trutnov, Czech Republic
691002142;Havlíčkova 812, Úpice, Czech Republic
600012891;Komenského 586, Vrchlabí, Czech Republic
600012930;Krkonošská 265, Vrchlabí, Czech Republic
600024636;Komenského 616, Vrchlabí, Czech Republic
600011852;Adámkova třída 55, Hlinsko, Czech Republic
600024032;Zámek 1, Chroustovice, Czech Republic
600011917;Víta Nejedlého 482, Chrudim III, Czech Republic
600011925;Víta Nejedlého 482, Chrudim III, Czech Republic
600011887;Olbrachtova 291, Chrudim, Czech Republic
600011879;Tyršovo náměstí 250, Chrudim, Czech Republic
600170772;Čáslavská 205, Chrudim, Czech Republic
651033772;Poděbradova 842, Chrudim, Czech Republic
600011984;Čáslavská 973, Chrudim, Czech Republic
600019781;Poděbradova 336, Chrudim, Czech Republic
650004833;Slatiňanská 135, Nasavrky, Czech Republic
691000719;Vítězslava Nováka 584, Skuteč, Czech Republic
600011941;Sportovní 322, Třemošnice, Czech Republic
600170837;Nádražní 301, Holice v Čechách, Czech Republic
600012301;Na Mušce 1110, Holice, Czech Republic
600012450;Žižkova 139, Chvaletice, Czech Republic
600012361;
600012417;Ke Kamenci 151, Pardubice, Czech Republic
600012468;U Josefa 118, Pardubice, Czech Republic
600024270;Komenského 432, Pardubice, Czech Republic
600012433;Poděbradská, Pardubice, Czech Republic
600012298;Gorkého 867, Pardubice, Czech Republic
600012310;Dašická 1083, Pardubice, Czech Republic
600012425;Mozartova 449, Pardubice, Czech Republic
600012514;U Josefa 118, Pardubice, Czech Republic
600012328;Štefánikova 325, Pardubice, Czech Republic
600012379;Černá za Bory 110, Pardubice, Czech Republic
600024296;Do Nového, Pardubice, Czech Republic
600012409;Dašická 268, Pardubice, Czech Republic
691005559;Karla IV., Pardubice, Czech Republic
600012484;Poděbradská 93, Pardubice, Czech Republic
600012352;nám. Republiky 116, Pardubice, Czech Republic
600019799;Průmyslová 395, Pardubice, Czech Republic
691003009;Obránců míru, Přelouč, Czech Republic
600012522;Školní 143, Rybitví, Czech Republic
600170853;Sokolovská 148, Rybitví, Czech Republic
600012751;A. K. Vitáka 452, Jevíčko, Czech Republic
600012701;T. G. Masaryka 590, Litomyšl, Czech Republic
600012841;Tyršova 237, Litomyšl, Czech Republic
691002797;T. G. Masaryka 659, Litomyšl, Czech Republic
600012794;Komenského nám. 22, Litomyšl, Czech Republic
600012760;Svitavská 310, Moravská Třebová, Czech Republic
600012816;Brněnská 1405, Moravská Třebová, Czech Republic
600024474;Komenského 287, Moravská Třebová, Czech Republic
690000014;Jevíčská 7, Moravská Třebová, Czech Republic
600012859;nábřeží Svobody 306, Polička, Czech Republic
600012735;Čs. armády 485, Polička, Czech Republic
600012808;nám. Bohuslava Martinů 95, Polička, Czech Republic
600012786;Sokolovská 1638, Svitavy, Czech Republic
600012727;T. G. Masaryka 47, Svitavy, Czech Republic
600012824;Nádražní 1083, Svitavy, Czech Republic
600019811;Purkyňova 256, Svitavy, Czech Republic
600013022;Tyršovo náměstí 970, Česká Třebová, Czech Republic
600013162;Habrmanova 1540, Česká Třebová, Czech Republic
600013031;T. G. Masaryka 1000, Choceň, Czech Republic
600104257;Moravská 647, Králíky, Czech Republic
600013090;Předměstí 427, Králíky, Czech Republic
600013057;nám. Jana Marka Marků 113, Lanškroun, Czech Republic
600171833;Kollárova 445, Lanškroun, Czech Republic
600013146;Dolní Třešňovec 17, Lanškroun, Czech Republic
600013120;Václavské náměstí 1, Letohrad, Czech Republic
600013201;Komenského 472, Letohrad, Czech Republic
600013065;T. G. Masaryka 106, Ústí nad Orlicí, Czech Republic
600024814;Lázeňská 206, Ústí nad Orlicí, Czech Republic
600013197;Dukelská 313, Ústí nad Orlicí, Czech Republic
600013138;Zahradní 541, Ústí nad Orlicí, Czech Republic
600019837;Smetanova 838, Ústí nad Orlicí, Czech Republic
600013073;nám. Vaňorného 163, Vysoké Mýto, Czech Republic
600170993;Mládežnická 380, Vysoké Mýto, Czech Republic
600013103;Generála Závady 118/IV, Vysoké Mýto, Czech Republic
600170977;Komenského 1, Vysoké Mýto, Czech Republic
600013081;Nádražní 48, Žamberk, Czech Republic
600024792;Tyršova 214, Žamberk, Czech Republic
600013171;Zámek 1, Žamberk, Czech Republic
600011500;Štáflova 2063, Havlíčkův Brod, Czech Republic
600170748;Bratříků 851, Havlíčkův Brod, Czech Republic
600011551;Jihlavská 628, Havlíčkův Brod, Czech Republic
600019756;Masarykova 2033, Havlíčkův Brod, Czech Republic
600023885;U Trojice 2104, Havlíčkův Brod, Czech Republic
600011526;Jiráskova 637, Chotěboř, Czech Republic
600011593;Žižkova 1501, Chotěboř, Czech Republic
600011577;Na Valech 690, Chotěboř, Czech Republic
600023851;Hradební 529, Chotěboř, Czech Republic
600011534;Husovo náměstí 1, Ledeč nad Sázavou, Czech Republic
600170730;Sázavská 547, Světlá nad Sázavou, Czech Republic
600014924;Hálkova 42, Jihlava, Czech Republic
600171795;Znojemská 76, Jihlava, Czech Republic
600014746;Jana Masaryka 1, Jihlava, Czech Republic
600014827;Jiráskova 2, Jihlava, Czech Republic
600014801;nám. Svobody 1, Jihlava, Czech Republic
600014771;Fibichova 978, Jihlava, Czech Republic
600014851;Křížová 18, Jihlava, Czech Republic
600014932;Fibichova 18, Jihlava, Czech Republic
600014843;tř. Legionářů 3, Jihlava, Czech Republic
600014916;Školní 1a, Jihlava, Czech Republic
600014894;Karoliny Světlé 2, Jihlava, Czech Republic
600171116;Žižkova 20, Jihlava, Czech Republic
600014878;Polenská 2, Jihlava, Czech Republic
600019934;Husova 54, Jihlava, Czech Republic
600014860;Rantířovská 9, Jihlava, Czech Republic
651036232;Brněnská 2386/68, Jihlava, Czech Republic
618700684;Březinova 3659/31, Jihlava, Czech Republic
600014754;Hradecká 235, Telč, Czech Republic
600014908;K Valše 38, Třešť, Czech Republic
600022471;Mariánské náměstí 72, Černovice, Czech Republic
600028224;Jirákova 285, Černovice, Czech Republic
600022501;Dobešovská 1, Černovice, Czech Republic
600008479;Školní 764, Humpolec, Czech Republic
600008410;Komenského 147, Humpolec, Czech Republic
600008509;Hradská 276, Humpolec, Czech Republic
691002584;
600008401;Hronova 1079, Pacov, Czech Republic
600008436;Jirsíkova 244, Pelhřimov, Czech Republic
600008428;Jirsíkova 875, Pelhřimov, Czech Republic
600008487;Friedova 1469, Pelhřimov, Czech Republic
600008461;Slovanského bratrství 1664, Pelhřimov, Czech Republic
600028216;Horní 617, Počátky, Czech Republic
600015335;Tyršova 365, Moravské Budějovice, Czech Republic
600015408;Tovačovského sady 79, Moravské Budějovice, Czech Republic
600025691;Dobrovského 11, Moravské Budějovice, Czech Republic
600015343;Masarykovo nám. 9, Třebíč, Czech Republic
610250451;Sirotčí 4, Třebíč, Czech Republic
600015327;Otmarova 22, Třebíč, Czech Republic
600015351;Bráfova 9, Třebíč, Czech Republic
600015360;Znojemská 1027, Třebíč, Czech Republic
610250574;Manželů Curieových 734, Třebíč, Czech Republic
600015416;Demlova 890, Třebíč, Czech Republic
600015441;Kubišova 1214, Třebíč, Czech Republic
600015378;Žižkova 505, Třebíč, Czech Republic
600016005;Nádražní 760, Bystřice nad Pernštejnem, Czech Republic
600015891;Dr. Veselého 343, Bystřice nad Pernštejnem, Czech Republic
600015904;Leandra Čecha 152, Nové Město na Moravě, Czech Republic
610250523;Bělisko 295, Nové Město na Moravě, Czech Republic
610250833;Tyršova 239, Velká Bíteš, Czech Republic
600015866;Sokolovská 27, Velké Meziříčí, Czech Republic
600015874;U Světlé 36, Velké Meziříčí, Czech Republic
600015980;Hornoměstská 35, Velké Meziříčí, Czech Republic
600031055;K Rakůvkám 1, Velké Meziříčí, Czech Republic
600025951;Poštovní 1663/3, Velké Meziříčí, Czech Republic
600025985;Sviny 13, Velké Meziříčí, Czech Republic
600025900;Komenského 8, Žďár nad Sázavou 3, Czech Republic
600016013;Komenského 10, Žďár nad Sázavou 3, Czech Republic
600015831;U Klafárku 3, Žďár nad Sázavou, Czech Republic
600015955;Neumannova 2, Žďár nad Sázavou, Czech Republic
600015882;U Klafárku 3, Žďár nad Sázavou, Czech Republic
600015998;Strojírenská 6, Žďár nad Sázavou, Czech Republic
600019993;Dvořákova 4, Žďár nad Sázavou, Czech Republic
600015963;U Klafárku 1, Žďár nad Sázavou, Czech Republic
600015971;Studentská 1, Žďár nad Sázavou, Czech Republic
600013235;Seifertova 13, Blansko, Czech Republic
600013243;Nad Čertovkou 18, Blansko, Czech Republic
600013391;Bezručova 33, Blansko, Czech Republic
600013383;Masarykova 12, Blansko, Czech Republic
600013294;Palackého náměstí 1, Boskovice, Czech Republic
600024849;Štefánikova 2, Boskovice, Czech Republic
600013278;nám. 9. května 2a, Boskovice, Czech Republic
600013324;Havlíčkova 16, Boskovice, Czech Republic
600013367;Komenského 5, Boskovice, Czech Republic
600171779;Hybešova 53, Boskovice, Czech Republic
600171841;Na Větřáku 463, Jedovnice, Czech Republic
600013359;Tyršova 500, Letovice, Czech Republic
600024903;Trpínská 317, Olešnice na Moravě, Czech Republic
600013260;Komenského  240, Rájec-Jestřebí, Czech Republic
600013847;Pražská 38b, Brno, Czech Republic
600013863;Vejrostova 2, Brno, Czech Republic
600013855;Trnkova 113, Brno, Czech Republic
600019853;Šimáčkova 1, Brno, Czech Republic
600171787;Údolní 10, Brno, Czech Republic
600013715;Zoubkova 20, Brno, Czech Republic
600013413;Terezy Novákové 2, Brno, Czech Republic
600013685;Táborská 185, Brno, Czech Republic
600013405;Barvičova 85, Brno, Czech Republic
600019900;Grohova 14/16, Brno, Czech Republic
600013740;Lerchova 63, Brno, Czech Republic
600013669;Arménská 21/573, Brno, Czech Republic
600013758;Labská 27, Brno, Czech Republic
600013537;Bzenecká 23, Brno, Czech Republic
600013693;Horníkova 1, Brno, Czech Republic
600024938;Rašelinová 11, Brno, Czech Republic
600013961;Mendlovo nám. č.p.1, č.o. 3/4, Brno, Czech Republic
600013626;Žižkova 55, Brno, Czech Republic
600013651;Kristenova 27, Brno, Czech Republic
600013421;Elgartova 689/3, Brno, Czech Republic
600013448;Vídeňská 47, Brno, Czech Republic
600013464;Křenová 36, Brno, Czech Republic
600013472;Slovanské náměstí 7, Brno, Czech Republic
600013481;třída Kapitána Jaroše 14, Brno, Czech Republic
600013880;Bosonožská 9, Brno, Czech Republic
600013898;Mendlovo nám. 1/ 3,4, Brno, Czech Republic
600171850;Křižíkova 15, Brno, Czech Republic
600013677;Veveří 30, Brno, Czech Republic
610300733;Ibsenova 1, Brno, Czech Republic
600024997;Koperníkova 2/4, Brno, Czech Republic
600013502;Kotlářská 9, Brno, Czech Republic
600013839;Střední 59, Brno, Czech Republic
600025055;Lomená 44, Brno, Czech Republic
600013731;Řehořova 5, Brno, Czech Republic
600013979;Střední 59, Brno, Czech Republic
600013600;Cejl 61, Brno, Czech Republic
600013634;Botanická 70, Brno, Czech Republic
600013936;Sokolská 1, Brno, Czech Republic
600171027;Purkyňova 97, Brno, Czech Republic
600013782;Čichnova 23, Brno, Czech Republic
600013511;Bzenecká 4226, Brno, Czech Republic
600013766;Charbulova 106, Brno, Czech Republic
600013944;Husova 10, Brno, Czech Republic
600013774;Dukelská 65, Brno, Czech Republic
600013928;Vranovská 65, Brno, Czech Republic
600013804;Kudelova 8, Brno, Czech Republic
600171531;Křižíkova 11/1694, Brno, Czech Republic
600013910;Šmahova 110, Brno, Czech Republic
600013821;Jílová 36g, Brno, Czech Republic
600025063;Gellnerova 1, Brno, Czech Republic
600025021;Vaculíkova 14, Brno, Czech Republic
600171019;Olomoucká 61, Brno, Czech Republic
600025047;Kamenomlýnská 2, Brno, Czech Republic
600019861;Merhautova 15, Brno, Czech Republic
600019896;Jaselská 7, Brno, Czech Republic
610300679;Vídeňská 26/28, Brno, Czech Republic
600014053;Lány 2, Ivančice, Czech Republic
600014029;Křížkovského 48, Kuřim, Czech Republic
600013341;Zámek 35, Lomnice u Tišnova, Czech Republic
600013286;Tišnovská 15, Lomnice, Czech Republic
600025241;Cvrčovice 131, Pohořelice, Czech Republic
600014096;Masarykova 198, Rajhrad, Czech Republic
600171035;
600014061;Riegrova 17, Šlapanice, Czech Republic
600014070;Na Hrádku 20, Tišnov, Czech Republic
600014011;nám. Míru 22, Tišnov, Czech Republic
600013987;U Školy 39, Zastávka, Czech Republic
600014100;Tyršova 400, Židlochovice, Czech Republic
600014258;sady 28. října 1, Břeclav, Czech Republic
600014266;Slovácká 1a, Břeclav, Czech Republic
600014282;Mládežnická 3, Břeclav, Czech Republic
600014231;nábř. Komenského 1, Břeclav, Czech Republic
600014134;Dukelské náměstí 7, Hustopeče, Czech Republic
600014291;Masarykovo nám. 1, Hustopeče, Czech Republic
600025276;Šafaříkova 24, Hustopeče, Czech Republic
650071409;nám. Míru 6 č.p.101, Klobouky u Brna, okres Břeclav, Czech Republic
600014118;Vinařská 29, Klobouky u Brna, Czech Republic
600014151;Komenského 7, Mikulov, Czech Republic
651039428;
600014223;
600014177;Sobotní 116, Valtice, Czech Republic
650071484;Pod Školou 10, Velké Pavlovice, Czech Republic
600014614;náměstí Svobody 318, Bzenec, Czech Republic
600014673;Legionářů 1, Hodonín, Czech Republic
600171086;Lipová alej 21, Hodonín, Czech Republic
600014681;Brandlova 32, Hodonín, Czech Republic
600025438;Vřesovice 243, Ježov, Czech Republic
600014533;Komenského 549, Kyjov, Czech Republic
600171094;Nádražní 471, Kyjov, Czech Republic
600014649;Havlíčkova 1223/17, Kyjov, Czech Republic
600014541;Masarykova 379, Strážnice, Czech Republic
600014665;nám. Svobody 494, Strážnice, Czech Republic
600014690;J. Skácela 890, Strážnice, Czech Republic
600014622;Kollárova 1669, Veselí nad Moravou, Czech Republic
600015637;Součkova 500, Bučovice, Czech Republic
600025837;Zámek 1, Račice, Czech Republic
600171141;Tyršova 479, Slavkov u Brna, Czech Republic
600015629;Komenského 16/5, Vyškov, Czech Republic
600025811;sídl. Osvobození 55, Vyškov, Czech Republic
600015670;Sochorova 15, Vyškov, Czech Republic
600015645;Purkyňova 308/39, Vyškov, Czech Republic
600015726;Smetanova 168, Moravský Krumlov, Czech Republic
600015793;nám. Klášterní 127, Moravský Krumlov, Czech Republic
600030989;Nádražní 698, Moravský Krumlov, Czech Republic
600030971;Zámek 1, Višňové, Czech Republic
600015785;Pontassievská 3, Znojmo, Czech Republic
600015700;Komenského náměstí 4, Znojmo, Czech Republic
600025896;Horní Česká 15, Znojmo, Czech Republic
600015751;Dvořákova 19, Znojmo, Czech Republic
600015815;Přímětická 50, Znojmo, Czech Republic
